dataset,technique,dimensions,num_of_walks,walk_length,p,q,macro_f1_score,micro_f1_score,accuracy,time_taken
cora,pagerank,256,10,10,0.25,0.25,0.8425436306470601,0.8597785977859779,0.8597785977859779,00:00:17.820
cora,pagerank,256,10,10,0.25,0.25,0.843037761325158,0.8542435424354243,0.8542435424354243,00:00:17.770
cora,pagerank,256,10,10,0.25,0.25,0.8507765004924355,0.8634686346863468,0.8634686346863468,00:00:17.770
cora,pagerank,256,10,10,0.25,0.25,0.8524897038992777,0.8653136531365314,0.8653136531365314,00:00:17.730
cora,pagerank,256,10,10,0.25,0.25,0.8324059813743382,0.8487084870848709,0.8487084870848709,00:00:17.854
cora,pagerank,256,10,10,0.25,0.25,0.8383046255605903,0.8487084870848709,0.8487084870848709,00:00:17.728
cora,pagerank,256,10,10,0.25,0.25,0.8431374465729682,0.8542435424354243,0.8542435424354243,00:00:17.883
cora,pagerank,256,10,10,0.25,0.25,0.8293355360612723,0.8487084870848709,0.8487084870848709,00:00:17.589
cora,pagerank,256,10,10,0.25,0.25,0.8410390008910015,0.8579335793357934,0.8579335793357934,00:00:17.730
cora,pagerank,256,10,10,0.25,0.25,0.8412565979869653,0.8597785977859779,0.8597785977859779,00:00:17.742
cora,pagerank,256,10,10,0.25,0.25,0.8344948418810961,0.8523985239852399,0.8523985239852399,00:00:17.700
cora,pagerank,256,10,10,0.25,0.25,0.817691791462962,0.8357933579335792,0.8357933579335793,00:00:17.738
cora,pagerank,256,10,10,0.25,0.25,0.848013979977471,0.8616236162361623,0.8616236162361623,00:00:17.893
cora,pagerank,256,10,10,0.25,0.25,0.8367489051927215,0.8505535055350554,0.8505535055350554,00:00:17.834
cora,pagerank,256,10,10,0.25,0.25,0.8317463693074593,0.8413284132841329,0.8413284132841329,00:00:17.635
cora,pagerank,256,10,10,0.25,0.25,0.8368878026843395,0.8542435424354243,0.8542435424354243,00:00:17.834
cora,pagerank,256,10,10,0.25,0.25,0.8403047103902114,0.8542435424354243,0.8542435424354243,00:00:17.874
cora,pagerank,256,10,10,0.25,0.25,0.8317095461192344,0.8487084870848709,0.8487084870848709,00:00:17.673
cora,pagerank,256,10,10,0.25,0.25,0.8299338179238075,0.8431734317343174,0.8431734317343174,00:00:17.778
cora,pagerank,256,10,10,0.25,0.25,0.8514274815262927,0.8616236162361623,0.8616236162361623,00:00:17.819
cora,pagerank,256,10,10,0.25,0.25,0.8393122724039986,0.8523985239852399,0.8523985239852399,00:00:17.835
cora,pagerank,256,10,10,0.25,0.25,0.828870737579303,0.8431734317343174,0.8431734317343174,00:00:17.747
cora,pagerank,256,10,10,0.25,0.25,0.8254787053293038,0.8376383763837638,0.8376383763837638,00:00:17.898
cora,pagerank,256,10,10,0.25,0.25,0.8274860382479959,0.8431734317343174,0.8431734317343174,00:00:17.714
cora,pagerank,256,10,10,0.25,0.25,0.8476382518951241,0.8597785977859779,0.8597785977859779,00:00:17.802
cora,pagerank,256,10,10,0.25,0.25,0.828698702645816,0.8487084870848709,0.8487084870848709,00:00:17.665
cora,pagerank,256,10,10,0.25,0.25,0.844626782591541,0.8597785977859779,0.8597785977859779,00:00:17.846
cora,pagerank,256,10,10,0.25,0.25,0.8517376369252576,0.8634686346863468,0.8634686346863468,00:00:17.914
cora,pagerank,256,10,10,0.25,0.25,0.8433961246583006,0.8542435424354243,0.8542435424354243,00:00:17.718
cora,pagerank,256,10,10,0.25,0.25,0.8232096328948069,0.8413284132841329,0.8413284132841329,00:00:17.889
cora,pagerank,256,10,10,0.25,0.25,0.8417678276102466,0.8579335793357934,0.8579335793357934,00:00:17.913
cora,pagerank,256,10,10,0.25,0.25,0.8253553209570521,0.8413284132841329,0.8413284132841329,00:00:17.861
cora,pagerank,256,10,10,0.25,0.25,0.8189822712066543,0.8413284132841329,0.8413284132841329,00:00:17.681
cora,pagerank,256,10,10,0.25,0.25,0.8285551816777047,0.8413284132841329,0.8413284132841329,00:00:17.915
cora,pagerank,256,10,10,0.25,0.25,0.832150283792373,0.8450184501845017,0.8450184501845018,00:00:17.900
cora,pagerank,256,10,10,0.25,0.25,0.8218463777682233,0.8376383763837638,0.8376383763837638,00:00:17.651
cora,pagerank,256,10,10,0.25,0.25,0.8384898785047843,0.8542435424354243,0.8542435424354243,00:00:17.740
cora,pagerank,256,10,10,0.25,0.25,0.8190291375291375,0.8413284132841329,0.8413284132841329,00:00:17.840
cora,pagerank,256,10,10,0.25,0.25,0.8434124372650772,0.8505535055350554,0.8505535055350554,00:00:17.853
cora,pagerank,256,10,10,0.25,0.25,0.8350546025349713,0.8468634686346863,0.8468634686346863,00:00:17.679
cora,pagerank,256,10,10,0.25,0.25,0.8367799084721749,0.8597785977859779,0.8597785977859779,00:00:17.737
cora,pagerank,256,10,10,0.25,0.25,0.8543801813298998,0.8671586715867159,0.8671586715867159,00:00:17.650
cora,pagerank,256,10,10,0.25,0.25,0.8340267777814139,0.8505535055350554,0.8505535055350554,00:00:17.732
cora,pagerank,256,10,10,0.25,0.25,0.8338585559599132,0.8505535055350554,0.8505535055350554,00:00:17.682
cora,pagerank,256,10,10,0.25,0.25,0.8272456503869982,0.8431734317343174,0.8431734317343174,00:00:17.856
cora,pagerank,256,10,10,0.25,0.25,0.8438546466942617,0.8616236162361623,0.8616236162361623,00:00:17.850
cora,pagerank,256,10,10,0.25,0.25,0.8318142634467363,0.8523985239852399,0.8523985239852399,00:00:17.700
cora,pagerank,256,10,10,0.25,0.25,0.8357707880518295,0.8505535055350554,0.8505535055350554,00:00:17.901
cora,pagerank,256,10,10,0.25,0.25,0.8285962470343415,0.8468634686346863,0.8468634686346863,00:00:17.765
cora,pagerank,256,10,10,0.25,0.25,0.8458899442138514,0.8616236162361623,0.8616236162361623,00:00:17.859
cora,pagerank,256,10,10,0.25,0.25,0.8197490412938373,0.8394833948339483,0.8394833948339483,00:00:17.603
cora,pagerank,256,10,10,0.25,0.25,0.8366174749996691,0.8523985239852399,0.8523985239852399,00:00:17.849
cora,pagerank,256,10,10,0.25,0.25,0.8249863805518725,0.8413284132841329,0.8413284132841329,00:00:17.748
cora,pagerank,256,10,10,0.25,0.25,0.8459474099946372,0.8560885608856088,0.8560885608856088,00:00:17.718
cora,pagerank,256,10,10,0.25,0.25,0.845712512774961,0.8560885608856088,0.8560885608856088,00:00:17.744
cora,pagerank,256,10,10,0.25,0.25,0.8301673353857478,0.8468634686346863,0.8468634686346863,00:00:17.834
cora,pagerank,256,10,10,0.25,0.25,0.8369014366189568,0.8505535055350554,0.8505535055350554,00:00:17.873
cora,pagerank,256,10,10,0.25,0.25,0.8204748263803613,0.8376383763837638,0.8376383763837638,00:00:17.829
