dataset,technique,dimensions,num_of_walks,walk_length,p,q,macro_f1_score,micro_f1_score,accuracy,time_taken
citeseer,deepwalk,256,10,10,1,1,0.6632240981936628,0.7072072072072072,0.7072072072072072,00:00:05.291
citeseer,deepwalk,256,10,10,1,1,0.6739702339366348,0.7267267267267268,0.7267267267267268,00:00:05.190
citeseer,deepwalk,256,10,10,1,1,0.6654357755586546,0.7177177177177178,0.7177177177177178,00:00:05.293
citeseer,deepwalk,256,10,10,1,1,0.6638045117131024,0.7102102102102102,0.7102102102102102,00:00:05.234
citeseer,deepwalk,256,10,10,1,1,0.6797060696874561,0.7267267267267268,0.7267267267267268,00:00:05.277
citeseer,deepwalk,256,10,10,1,1,0.6723460586164713,0.7207207207207207,0.7207207207207207,00:00:05.183
citeseer,deepwalk,256,10,10,1,1,0.6822004338158788,0.7297297297297297,0.7297297297297297,00:00:05.269
citeseer,deepwalk,256,10,10,1,1,0.6663896956840281,0.7147147147147147,0.7147147147147147,00:00:05.162
citeseer,deepwalk,256,10,10,1,1,0.6695657697405707,0.7177177177177178,0.7177177177177178,00:00:05.285
citeseer,deepwalk,256,10,10,1,1,0.6730811697145391,0.7252252252252253,0.7252252252252253,00:00:05.213
citeseer,deepwalk,256,10,10,1,1,0.6642659333066921,0.7162162162162162,0.7162162162162162,00:00:05.251
citeseer,deepwalk,256,10,10,1,1,0.6819650245885679,0.7237237237237237,0.7237237237237237,00:00:05.204
citeseer,deepwalk,256,10,10,1,1,0.659178645837356,0.7132132132132132,0.7132132132132132,00:00:05.254
citeseer,deepwalk,256,10,10,1,1,0.6800260267476914,0.7267267267267268,0.7267267267267268,00:00:05.201
citeseer,deepwalk,256,10,10,1,1,0.6667921567733939,0.7162162162162162,0.7162162162162162,00:00:05.280
citeseer,deepwalk,256,10,10,1,1,0.6736527233800088,0.7222222222222222,0.7222222222222222,00:00:05.176
citeseer,deepwalk,256,10,10,1,1,0.6727325415467766,0.7252252252252253,0.7252252252252253,00:00:05.291
citeseer,deepwalk,256,10,10,1,1,0.6640988664306483,0.7162162162162162,0.7162162162162162,00:00:05.202
citeseer,deepwalk,256,10,10,1,1,0.6654637915606063,0.7132132132132132,0.7132132132132132,00:00:05.380
citeseer,deepwalk,256,10,10,1,1,0.6742028402667891,0.7192192192192193,0.7192192192192193,00:00:05.182
citeseer,deepwalk,256,10,10,1,1,0.6546117482734958,0.7057057057057057,0.7057057057057057,00:00:05.271
citeseer,deepwalk,256,10,10,1,1,0.6639406003889579,0.7192192192192193,0.7192192192192193,00:00:05.208
citeseer,deepwalk,256,10,10,1,1,0.6795183107794373,0.7342342342342343,0.7342342342342343,00:00:05.379
citeseer,deepwalk,256,10,10,1,1,0.6696099060366129,0.7162162162162162,0.7162162162162162,00:00:05.177
citeseer,deepwalk,256,10,10,1,1,0.6645948513310749,0.7162162162162162,0.7162162162162162,00:00:05.275
citeseer,deepwalk,256,10,10,1,1,0.6680114157521908,0.7192192192192193,0.7192192192192193,00:00:05.209
citeseer,deepwalk,256,10,10,1,1,0.6735091230080337,0.7207207207207207,0.7207207207207207,00:00:05.280
citeseer,deepwalk,256,10,10,1,1,0.6681626535563191,0.7177177177177178,0.7177177177177178,00:00:05.142
citeseer,deepwalk,256,10,10,1,1,0.6525193972390185,0.7027027027027027,0.7027027027027027,00:00:05.295
citeseer,deepwalk,256,10,10,1,1,0.6622522418829363,0.7102102102102102,0.7102102102102102,00:00:05.175
citeseer,deepwalk,256,10,10,1,1,0.6603342846737896,0.7117117117117117,0.7117117117117117,00:00:05.285
citeseer,deepwalk,256,10,10,1,1,0.6653279955473764,0.7132132132132132,0.7132132132132132,00:00:05.163
citeseer,deepwalk,256,10,10,1,1,0.6759860346933996,0.7207207207207207,0.7207207207207207,00:00:05.280
citeseer,deepwalk,256,10,10,1,1,0.6683374204833915,0.7162162162162162,0.7162162162162162,00:00:05.259
citeseer,deepwalk,256,10,10,1,1,0.6641453683548552,0.7147147147147147,0.7147147147147147,00:00:05.305
citeseer,deepwalk,256,10,10,1,1,0.6876749206440987,0.7357357357357357,0.7357357357357357,00:00:05.223
citeseer,deepwalk,256,10,10,1,1,0.6731050836898932,0.7237237237237237,0.7237237237237237,00:00:05.369
citeseer,deepwalk,256,10,10,1,1,0.6738541761163116,0.7267267267267268,0.7267267267267268,00:00:05.174
citeseer,deepwalk,256,10,10,1,1,0.6701559647031398,0.7177177177177178,0.7177177177177178,00:00:05.347
