dataset,technique,dimensions,num_of_walks,walk_length,p,q,macro_f1_score,micro_f1_score,accuracy,time_taken
pubmed,deepwalk,256,10,10,1,1,0.7788512129918375,0.7918356997971603,0.7918356997971603,00:01:12.594
pubmed,deepwalk,256,10,10,1,1,0.7730143453828364,0.7870182555780934,0.7870182555780934,00:01:13.127
pubmed,deepwalk,256,10,10,1,1,0.7797018255423908,0.79158215010142,0.7915821501014199,00:01:13.682
pubmed,deepwalk,256,10,10,1,1,0.7813898630181665,0.7933569979716025,0.7933569979716024,00:01:13.499
pubmed,deepwalk,256,10,10,1,1,0.7795762812680828,0.7925963488843814,0.7925963488843814,00:01:13.529
pubmed,deepwalk,256,10,10,1,1,0.7826110864824461,0.7961460446247464,0.7961460446247465,00:01:12.817
pubmed,deepwalk,256,10,10,1,1,0.7744547778764934,0.789553752535497,0.789553752535497,00:01:13.173
pubmed,deepwalk,256,10,10,1,1,0.7848796312314607,0.7963995943204868,0.7963995943204868,00:01:13.061
pubmed,deepwalk,256,10,10,1,1,0.7781184270136302,0.7923427991886409,0.7923427991886409,00:01:13.068
pubmed,deepwalk,256,10,10,1,1,0.7763126215314609,0.7887931034482759,0.7887931034482759,00:01:12.745
pubmed,deepwalk,256,10,10,1,1,0.7746166528548507,0.7887931034482759,0.7887931034482759,00:01:13.420
pubmed,deepwalk,256,10,10,1,1,0.7819511726058153,0.7943711967545639,0.7943711967545639,00:01:12.568
pubmed,deepwalk,256,10,10,1,1,0.7779932017007711,0.7913286004056795,0.7913286004056795,00:01:13.013
pubmed,deepwalk,256,10,10,1,1,0.7775266359026983,0.7920892494929005,0.7920892494929006,00:01:13.233
pubmed,deepwalk,256,10,10,1,1,0.778512295867257,0.7913286004056795,0.7913286004056795,00:01:13.389
pubmed,deepwalk,256,10,10,1,1,0.7790530470437574,0.7938640973630832,0.7938640973630832,00:01:13.045
pubmed,deepwalk,256,10,10,1,1,0.785960463035562,0.8004563894523327,0.8004563894523327,00:01:13.361
pubmed,deepwalk,256,10,10,1,1,0.7816630452901373,0.7946247464503042,0.7946247464503042,00:01:12.906
pubmed,deepwalk,256,10,10,1,1,0.7824391204352602,0.7961460446247464,0.7961460446247465,00:01:13.608
pubmed,deepwalk,256,10,10,1,1,0.7772842833145527,0.7913286004056795,0.7913286004056795,00:01:13.595
pubmed,deepwalk,256,10,10,1,1,0.7750603690379356,0.7887931034482759,0.7887931034482759,00:01:13.837
pubmed,deepwalk,256,10,10,1,1,0.77703299532308,0.7908215010141988,0.7908215010141988,00:01:13.099
pubmed,deepwalk,256,10,10,1,1,0.7805800978862182,0.7941176470588235,0.7941176470588235,00:01:12.740
pubmed,deepwalk,256,10,10,1,1,0.7868421956378011,0.7991886409736308,0.7991886409736308,00:01:13.449
